PETIT BOURG DES HERBIERS (LE),85
MESNARD LA BAROTIÈRE,85
BRUFFIÈRE (LA),85
BAZOGES EN PAILLERS,85
SAINTE FLORENCE,85
ÉPESSES (LES),85
SAINT MARTIN DE BREM (= BREM SUR MER),85
VAIRÉ,85
FENOUILLER (LE),85
SAINTE GEMME LA PLAINE,85
ÎLE D'ELLE (L'),85
SAINT DENIS DU PAYRÉ,85
GIVRAND,85
PÉAULT,85
SAINTE RADÉGONDE DES NOYERS,85
CHASNAIS,85
BRETONNIÈRE (LA CLAYE) (LA),85
SAINT PHILBERT DU PONT CHARRAULT,85
SAINT PROUANT,85
SAINTE HERMINE,85
POUILLÉ,85
CHAUCHÉ,85
SAINT ÉTIENNE DES LOGES,85
CLISSON (- LA TRINITÉ),44
SAINT AUBIN LA PLAINE,85
SAINT MARTIN LARS EN SAINTE HERMINE,85
JAUDONNIÈRE (LA),85
SAINT GEORGES DE MONTAIGU,85
ARÇAIS,79
GRAND'LANDES,85
BOUPÈRE (LE),85
FALLERON,85
LUCS SUR BOULOGNE (LES) (- SAINT PIERRE),85
SAINT MARTIN DES NOYERS,85
SAINT AUBIN DES ORMEAUX,85
BELLEVILLE (SUR VIE),85
BOISMÉ,79
CUGAND,85
BREUIL BARRET,85
BEUGNON (LE),79
MENOMBLET,85
FAYMOREAU,85
SAINT MAURICE DES NOUES,85
SAINT ANDRÉ SUR SÈVRE,79
VOUVANT,85
ANTIGNY,85
SAINT HILAIRE DU BOIS,85
CHEFFOIS,85
CHÂTAIGNERAIE (LA),85
SAINT ANDRÉ TREIZE VOIES,85
SAINT HILAIRE DE MORTAGNE,85
TARDIÈRE (LA),85
LOGE FOUGEREUSE,85
SAINT SULPICE EN PAREDS,85
CHÂTEAU GUIBERT,85
MERVENT,85
PAYRÉ SUR VENDÉE,85
SAINT HILAIRE DES LOGES (... SUR L'AUTISE),85
SÉRIGNÉ,85
MAILLÉ,85
CHAPELLE THÉMER (LA),85
POIRE SUR VELLUIRE (LE),85
PUY DE SERRE,85
FOUSSAIS (PAYRÉ),85
BAZOGES EN PAREDS,85
SAINT MAIXENT DE BEUGNÉ,79
SAINT HILAIRE DE VOUST,85
SAINT SIGISMOND,85
XANTON (CHASSENON),85
DOIX,85
AUZAY,85
COULONGES SUR L'AUTIZE,79
SAINTE PEZENNE,79
SAINT MAURICE LE GIRARD,85
VOUILLÉ LES MARAIS,85
LONGÈVES,85
SAINT LAURS,79
MAREUIL SUR LAY (DISSAIS),85
COULON,79
BOUILLÉ (COURDAULT),85
GUÉ DE VELLUIRE (LE),85
DÉSERT - Pasteur Jacques METAYER,85
POIRÉ SUR VELLUIRE (LE),85
ORBRIE (L'),85
BÉCELEUF,79
OULMES,85
BUSSEAU (LE),79
GROLLE (LA),85
VILLIERS EN PLAINE,79
LESSON,85
BENET,85
SAINT GERMAIN L'AIGUILLER,85
SAINT ÉTIENNE DU BOIS,85
THOUARSAIS (BOUILDROUX),85
PIN (LE) (79),79
PUY SAINT BONNET (LE),49
SAINT MÉDARD DES PRÉS,85
SAINT POMPAIN,79
SAINTE RADÉGONDE LA VINEUSE,85
SAINT MARTIN DE FRAIGNEAU,85
CEZAIS,85
MOUILLERON EN PAREDS,85
REDOUX (LES),85
CHARZAIS,85
MONTOURNAIS,85
MEILLERAIE (TILLAY) (LA),85
CHASSENON,85
VELLUIRE,85
NIEUL LE DOLENT,85
SAINT PAUL EN PAREDS,85
CERIZAY,79
SAINT MICHEL LE CLOUCQ,85
DENANT,85
SAINT PIERRE LE VIEUX,85
THIRÉ,85
SAINT MARS LA RÉORTHE,85
BERNARDIÈRE (LA),85
SAINT HILAIRE DE LOULAY,85
CHAPELLE AUX LYS (LA),85
SAINT JUIRE CHAMPGILLON (= CHAMPGILLON),85
CIRIÈRES,79
VIEUX POUZAUGES (LE),85
ABSIE (L') (= LA CHAPELLE SEGUIN),79
BEAULIEU SOUS BRESSUIRE,79
MONCOUTANT,79
COURLAY,79
CLAZAY,79
CHAPELLE LARGEAU (LA),79
SAINT PAUL EN GÂTINE,79
MOULINS,79
NIEUL SUR L'AUTISE,85
SAINT PIERRE DES ÉCHAUBROGNES,79
MONTRAVERS,79
SAINT DENIS LA CHEVASSE,85
MORMAISON,85
SAINT PHILBERT DE BOUAINE,85
MONTAIGU - SAINT JACQUES,85
BEAUFOU,85
RABATELIÈRE (LA),85
SAINT CHRISTOPHE LA CHARTREUSE,85
SAINTE GEMME LES BRUYÈRES,85
SAINT CYR DES GÂTS,85
SAINT MARTIN DES TILLEULS,85
CROIX DE VIE (= SAINT GILLES CROIX DE VIE),85
RÉORTHE (LA),85
AIGUILLON SUR MER (L'),85
BELLENOUE,85
SALIGNY,85
JONCHÈRE (LA),85
PISSOTTE,85
SAINT ANDRÉ GOULE D'OIE,85
CHÂTELLIERS (CHÂTEAUMUR) (LES),85
VIX,85
BOUFFÉRÉ,85
RORTHAIS,79
BROUZILS (LES),85
THORIGNY,85
SAINT GEORGES DE POINTINDOUX,85
PINEAUX (SAINT OUEN) (LES),85
BOISSIÈRE DES LANDES (LA),85
VINEUSE (LA),85
SAINT HILAIRE LE VOUHIS,85
LANDES GÉNUSSON (LES),85
ESSARTS (LES),85
SAINT ÉTIENNE DE MER MORTE,44
MERLATIÈRE (LA),85
HERBERGEMENT (L'),85
GRÈVE (LA),85
BOURNEAU,85
MAZIÈRES EN MAUGES,49
COMMEQUIERS,85
CLISSON - SAINT JACQUES,44
CLAYE (LA),85
SAINT MARS DES PRÉS,85
SIGOURNAIS,85
SAINT LUMINE DE CLISSON,44
GÉTIGNÉ,44
CLISSON - NOTRE DAME,44
TERVES,79
SAINT MARTIN SOUS MOUZEUIL,85
CHAPELLE SAINT ÉTIENNE (LA),79
TIFFAUGES (- NOTRE DAME),85
NOIRLIEU,79
LANDERONDE,85
CLISSON - SAINT GILLES,44
SAINT MARSAULT,79
TEMPLE (LE),79
PUYRAVAULT,85
COPECHAGNIÈRE (LA),85
GUYONNIÈRE (LA),85
SAINT VINCENT STERLANGES,85
MARILLET,85
VENDRENNES,85
SAINT OUEN DES GÂTS,85
MARSAIS (SAINTE RADÉGONDE),85
FONTAINES,85
COUTURE (LA),85
LOUBLANDE (SAINT HILAIRE DES ÉCHAUBROGNES),79
SAINT JUIRE LA PLAINE,85
POMMERAIE SUR SÈVRE (LA),85
COMBRAND,79
SAINT LAURENT SUR SÈVRE,85
ARGENTON CHÂTEAU (=ARGENTON LES VALLÉES),79
NUEIL SUR ARGENT (= NUEIL LES AUBIERS),79
SAINT ÉTIENNE DE BRILLOUET,85
SAINT HERMAND,85
POUZAUGES,85
TREIZE SEPTIERS,85
MORTAGNE SUR SÈVRE,85
AUBIERS (LES),79
ST JOUIN DE MILLY,79
BESSAY,85
CHANTONNAY,85
BRÉTIGNOLLES,79
BOULOGNE,85
NOIRTERRE,79
SAINT PORCHAIRE (79),79
SAINT JOUIN DE MILLY,79
APREMONT,85
LANDEVIEILLE,85
BRÉTIGNOLLES (SUR MER),85
SAINT PAUL MONT PENIT,85
CHAIZE GIRAUD (LA),85
TABLIER (LE),85
CHAPELLE PALLUAU (LA),85
FRESNAY (EN RETZ),44
OIE (L'),85
SAINT SULPICE LE VERDON,85
TILLAY,85
TIFFAUGES - SAINT NICOLAS,85
CHAMBROUTET,79
SAINTE CHRISTINE,85
SAINT VALÉRIEN,85
SAINT VINCENT FORT DU LAY,85
BARRE DE MONTS (LA),85
AIGUILLON SUR VIE (L'),85
DISSAIS,85
